technology,parameter,value,unit,year,source,further description
Commercial Electric Resistance Storage Water Heaters,efficiency,0.98,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Storage Water Heaters,efficiency,0.98,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Storage Water Heaters,lifetime,12,years,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Storage Water Heaters,lifetime,12,years,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Storage Water Heaters,lifetime,12,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Storage Water Heaters,lifetime,12,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Storage Water Heaters,lifetime,12,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Storage Water Heaters,lifetime,12,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Electric Resistance Storage Water Heaters,investment,39.3,USD/gal,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Resistance Storage Water Heaters,investment,39.3,USD/gal,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Resistance Storage Water Heaters,investment,39.3,USD/gal,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Resistance Storage Water Heaters,investment,39.3,USD/gal,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Resistance Storage Water Heaters,investment,39.3,USD/gal,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Resistance Storage Water Heaters,investment,39.3,USD/gal,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Resistance Storage Water Heaters,FOM,1.1,%/year,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Resistance Storage Water Heaters,FOM,1.1,%/year,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Resistance Storage Water Heaters,FOM,1.1,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Resistance Storage Water Heaters,FOM,1.1,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Resistance Storage Water Heaters,FOM,1.1,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Electric Resistance Storage Water Heaters,FOM,1.1,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.151) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Heat-Pump Water Heaters,efficiency,3.9,per unit,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Heat-Pump Water Heaters,efficiency,3.9,per unit,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Heat-Pump Water Heaters,efficiency,3.9,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Heat-Pump Water Heaters,efficiency,3.9,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Heat-Pump Water Heaters,efficiency,3.9,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Heat-Pump Water Heaters,efficiency,3.9,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Heat-Pump Water Heaters,lifetime,15,years,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Heat-Pump Water Heaters,lifetime,15,years,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Heat-Pump Water Heaters,lifetime,15,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Heat-Pump Water Heaters,lifetime,15,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Heat-Pump Water Heaters,lifetime,15,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Heat-Pump Water Heaters,lifetime,15,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Heat-Pump Water Heaters,investment,1198.8,USD/kW,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Heat-Pump Water Heaters,investment,1198.8,USD/kW,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Heat-Pump Water Heaters,investment,1198.8,USD/kW,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Heat-Pump Water Heaters,investment,1198.8,USD/kW,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Heat-Pump Water Heaters,investment,1198.8,USD/kW,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Heat-Pump Water Heaters,investment,1198.8,USD/kW,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Heat-Pump Water Heaters,FOM,0.2,%/year,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Heat-Pump Water Heaters,FOM,0.2,%/year,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Heat-Pump Water Heaters,FOM,0.2,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Heat-Pump Water Heaters,FOM,0.2,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Heat-Pump Water Heaters,FOM,0.2,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Heat-Pump Water Heaters,FOM,0.2,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.154) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Instantaneous Water Heaters,efficiency,0.8,per unit,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Instantaneous Water Heaters,efficiency,0.92,per unit,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Instantaneous Water Heaters,efficiency,0.92,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Instantaneous Water Heaters,efficiency,0.96,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Instantaneous Water Heaters,efficiency,0.96,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Instantaneous Water Heaters,efficiency,0.96,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Instantaneous Water Heaters,lifetime,21,years,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Instantaneous Water Heaters,lifetime,21,years,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Instantaneous Water Heaters,lifetime,21,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Instantaneous Water Heaters,lifetime,21,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Instantaneous Water Heaters,lifetime,21,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Instantaneous Water Heaters,lifetime,21,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Instantaneous Water Heaters,investment,10.5,USD/kBtu/hr,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Instantaneous Water Heaters,investment,27,USD/kBtu/hr,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Instantaneous Water Heaters,investment,27,USD/kBtu/hr,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Instantaneous Water Heaters,investment,28.3,USD/kBtu/hr,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Instantaneous Water Heaters,investment,28.3,USD/kBtu/hr,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Instantaneous Water Heaters,investment,28.3,USD/kBtu/hr,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Instantaneous Water Heaters,FOM,12.5,%/year,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Instantaneous Water Heaters,FOM,5.2,%/year,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Instantaneous Water Heaters,FOM,5.2,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Instantaneous Water Heaters,FOM,5,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Instantaneous Water Heaters,FOM,5,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Instantaneous Water Heaters,FOM,5,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.161) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
